comment,violence_score,violence_type,reason,confidence,needs_review,raw_content,source_file,created_at,raw_response
危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不,0.9,harassment,评论内容仅包含重复的否定词，其目的是为了制造噪音和干扰，具有明显的侮辱性和攻击性，构成网络暴力。,0.95,False,危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不,processed_comments_weibo_4000.csv,2025-03-26 14:18:53+08:00,
不干井,0.6,harassment,‘不干井’是一种带有侮辱性和贬义的口语，暗示对方不值得信任或合作，具有攻击性和贬低意味。,0.9,False,不干井,processed_comments_weibo_4000.csv,2025-03-26 13:54:35+08:00,
这几天耳朵胀疼的厉害,0.1,无,评论仅表达个人身体不适，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,这几天耳朵胀疼的厉害,processed_comments_weibo_4000.csv,2025-03-26 14:27:00+08:00,
花 这几天耳朵胀疼是怎么回事？电磁波强度加强了吗？,0.3,无,评论中询问症状和电磁波强度，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,花 这几天耳朵胀疼是怎么回事？电磁波强度加强了吗？,processed_comments_weibo_4000.csv,2025-03-26 13:34:28+08:00,
身边全是优秀女生，优秀男生很少,0.6,harassment,虽然没有直接的威胁或攻击性言论，但这句话隐含着对其他男性的贬低和排斥，具有潜在的侮辱和排斥意味，属于网络暴力的一种形式。,0.9,False,身边全是优秀女生，优秀男生很少[闭嘴],processed_comments_weibo_4000.csv,2025-03-26 18:33:56+08:00,
🙏🙏🙏,0.6,harassment,虽然没有直接的攻击性言论，但频繁使用🙏🙏🙏符号可能被解读为一种带有攻击性或威胁意味的表达，暗示对他人行为的强烈不满或指责，属于网络暴力的一种形式。,0.9,False,🙏🙏🙏,processed_comments_weibo_4000.csv,2025-03-26 19:42:43+08:00,
您写的太好了,0.1,无,评论仅表达了积极的评价，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,您写的太好了,processed_comments_weibo_4000.csv,2025-03-26 18:52:20+08:00,
一起进步哦,0.3,无,评论内容“一起进步哦”表达了积极的鼓励，不包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,一起进步哦[爱你][好运连连][好运连连],processed_comments_weibo_4000.csv,2025-03-26 21:59:37+08:00,
srds，，女性真的太辛苦了希望如你之前所讲，可能很多人为了修持，发愿投生女性，少浪费福报。希望女性能够真正被尊重被支持被认可。,0.6,harassment,虽然没有直接的侮辱或威胁，但评论隐含了对女性的负面评价和期望，带有一定的暗示性，可能被解读为一种不友好的期望，属于轻微的骚扰或暗示。,0.9,False,srds，，女性真的太辛苦了[awsl]希望如你之前所讲，可能很多人为了修持，发愿投生女性，少浪费福报。希望女性能够真正被尊重被支持被认可。,processed_comments_weibo_4000.csv,2025-03-27 10:42:47+08:00,
支持女性自由选择,0.2,无,该评论表达了对女性自由选择的支持，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,支持女性自由选择,processed_comments_weibo_4000.csv,2025-03-26 13:07:31+08:00,
结婚自由,0.3,无,评论内容'结婚自由'本身不包含任何侮辱、威胁、歧视或煽动性言论，属于中性表达。,0.9,False,结婚自由,processed_comments_weibo_4000.csv,2025-03-26 13:11:03+08:00,
女性结婚恋爱自由,0.3,无,该评论表达了对女性结婚恋爱自由的观点，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,女性结婚恋爱自由,processed_comments_weibo_4000.csv,2025-03-26 13:07:16+08:00,
所以说，现在的年轻人都活的特别通透！不轻易结婚。,0.6,harassment,虽然没有直接的威胁或攻击性言论，但‘现在的年轻人都活的特别通透！’这句话带有明显的贬低和否定意味，带有轻微的侮辱性，暗示年轻人不够成熟，属于对特定群体的贬低和否定，因此具有一定的攻击性。,0.9,False,所以说，现在的年轻人都活的特别通透！不轻易结婚。[思考],processed_comments_weibo_4000.csv,2025-03-26 13:04:15+08:00,
这么看，不轻易结婚是对着呢。,0.6,harassment,虽然没有直接的攻击性言论，但这句话带有轻微的指责和贬低意味，可能被解读为一种不友好的言语，具有潜在的羞辱性。,0.9,False,[挤眼]这么看，不轻易结婚是对着呢。,processed_comments_weibo_4000.csv,2025-03-26 13:07:30+08:00,
对的，勤劳的人，到啥时候都不会饿死。,0.6,harassment,虽然没有直接的威胁或攻击性言论，但‘勤劳的人，到啥时候都不会饿死’这句话隐含着对懒惰者的贬低和嘲讽，带有侮辱性意味，属于网络暴力的一种形式。,0.9,False,对的，勤劳的人，到啥时候都不会饿死。,processed_comments_weibo_4000.csv,2025-03-26 13:29:35+08:00,
有些男的月挣钱4000，女的也不工作在家歇着耍手机。,0.7,harassment,该评论包含对特定性别群体的贬低性言论，带有侮辱和歧视色彩，暗示其不劳而获，具有潜在的威胁性。,0.9,False,有些男的月挣钱4000，女的也不工作在家歇着耍手机。,processed_comments_weibo_4000.csv,2025-03-27 08:53:49+08:00,
#女子靠4000工资养家盼丈夫共同承担# 【丈夫无稳定工作10年，仅靠妻子4000元工资支撑家庭开支，妻子让其跑网约车、送外卖，丈夫：有腰伤 干不了体力活】#夫妻沟通不畅影响校服到婚纱的婚姻# 许女士反映：她和丈夫林先生近期因为一些家庭琐事，不断产生矛盾，且丈夫没有稳定工作，家庭经济负担重。但丈 ​​​,0.75,harassment,评论中包含对丈夫的负面描述，指责其无稳定工作10年，依赖妻子收入，并暗示其不负责任，带有一定的贬低和指责意味，构成网络暴力。,0.9,False,#女子靠4000工资养家盼丈夫共同承担# 【丈夫无稳定工作10年，仅靠妻子4000元工资支撑家庭开支，妻子让其跑网约车、送外卖，丈夫：有腰伤 干不了体力活】#夫妻沟通不畅影响校服到婚纱的婚姻# 许女士反映：她和丈夫林先生近期因为一些家庭琐事，不断产生矛盾，且丈夫没有稳定工作，家庭经济负担重。但丈 ​​​,processed_comments_weibo_4000.csv,2025-03-26 16:40:00+08:00,
关注一下,0.8,harassment,‘关注一下’本身可能被视为一种具有攻击性的行为，用于骚扰或孤立他人。虽然没有直接的侮辱性语言，但其目的在于施加压力或影响，因此被判定为骚扰行为。,0.9,False,关注一下,processed_comments_weibo_4000.csv,2012-09-30 10:30:25+08:00,
关注➕,0.3,无,评论仅包含'关注+'，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,关注➕,processed_comments_weibo_4000.csv,2025-03-26 16:46:23+08:00,
不劳动还有理,0.6,harassment,该评论使用'不劳动还有理'这句话，带有贬低和指责意味，带有侮辱性，可能构成网络暴力。,0.9,False,不劳动还有理,processed_comments_weibo_4000.csv,2012-03-30 08:17:36+08:00,
18,0.8,harassment,评论内容 '18' 具有潜在的侮辱性，可能针对特定人群或个人进行贬低或攻击，属于网络暴力的一种形式。,0.9,False,[心]18,processed_comments_weibo_4000.csv,2025-03-26 23:23:11+08:00,
#女子靠4000工资养家盼丈夫共同承担#,0.6,harassment,虽然评论本身没有直接的侮辱或威胁，但其隐含的指责和对家庭关系的负面评价，可能构成一种间接的骚扰和压力，暗示对家庭的负面评价，具有潜在的伤害性。,0.9,False,#女子靠4000工资养家盼丈夫共同承担# ,processed_comments_weibo_4000.csv,2014-03-04 19:09:13+08:00,
互相理解,0.1,无,评论内容仅包含'互相理解'，不包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,互相理解,processed_comments_weibo_4000.csv,2025-03-26 22:36:02+08:00,
#女子靠4000工资养家盼丈夫共同承担# #夫妻沟通不畅影响校服到婚纱的婚姻#,0.6,harassment,虽然没有直接的侮辱或威胁，但评论暗示了夫妻沟通不畅导致经济压力，可能带有对双方的负面评价和暗示，属于对个人家庭状况的轻微指责和压力，具有潜在的煽动性。,0.9,False,#女子靠4000工资养家盼丈夫共同承担# #夫妻沟通不畅影响校服到婚纱的婚姻# ,processed_comments_weibo_4000.csv,2025-03-26 21:22:22+08:00,
真是难啊,0.3,无,评论仅表达了一种感受，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真是难啊,processed_comments_weibo_4000.csv,2010-08-19 23:10:40+08:00,
这还等啥,0.8,harassment,评论内容 '这还等啥' 带有明显的指责和不耐烦情绪，可以理解为一种轻微的侮辱和不尊重，具有潜在的攻击性。,0.9,False,这还等啥[doge],processed_comments_weibo_4000.csv,2025-03-26 16:40:00+08:00,
猪队友很自私,0.6,harassment,使用'猪'等侮辱性词汇，带有贬义，可能构成网络暴力。,0.9,False,猪队友很自私[哼],processed_comments_weibo_4000.csv,2025-03-25 00:00:00,
家家都有难念的经。,0.6,harassment,虽然这句话本身没有直接的威胁或攻击，但其隐含的指责意味和对他人家庭问题的负面评价，可能被解读为一种带有侮辱性和贬低意味的言论，属于网络暴力的一种形式。,0.9,False,家家都有难念的经。,processed_comments_weibo_4000.csv,2022-09-08 16:25:24+08:00,
共同承担,0.3,无,评论仅包含'共同承担'，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,共同承担,processed_comments_weibo_4000.csv,2025-03-26 16:53:35+08:00,
有人拼命努力，有人找借口逃避,0.6,harassment,虽然没有直接的侮辱或威胁，但这句话隐含着指责和贬低他人努力的含义，带有轻微的指责和否定，可能被解读为一种不友好的言论。,0.9,False,有人拼命努力，有人找借口逃避,processed_comments_weibo_4000.csv,2025-03-26 16:43:57+08:00,
办法总比困难多,0.3,无,这句话本身没有明显的侮辱、威胁、歧视或煽动性内容。虽然在某些语境下可能被误解，但其字面意思只是表达了解决问题的方法比困难多。,0.9,False,办法总比困难多,processed_comments_weibo_4000.csv,2015-12-05 17:01:51+08:00,
平安,0.3,无,评论内容仅为“平安”，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,平安,processed_comments_weibo_4000.csv,2010-06-13 07:15:19+08:00,
还是互相理解吧,0.2,无,评论内容仅包含'还是互相理解吧'，表达了希望沟通和理解的意愿，不包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,还是互相理解吧,processed_comments_weibo_4000.csv,2012-06-26 09:27:14+08:00,
不容易呀,0.3,无,评论仅包含'不容易呀'，表达了一种感受，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,不容易呀,processed_comments_weibo_4000.csv,2025-03-03 11:45:16+08:00,
男的得多担责,0.6,harassment,该评论使用性别歧视的语言，将男性描述为‘得多担责’，带有贬低和负面评价，可能造成精神伤害。,0.9,False,男的得多担责,processed_comments_weibo_4000.csv,2025-03-01 12:00:45+08:00,
#女子靠4000工资养家盼丈夫共同承担# 还要他干嘛,0.7,harassment,评论中‘还要他干嘛’带有明显的指责和侮辱性意味，带有对特定人群的贬低和威胁，属于网络暴力。,0.9,False,#女子靠4000工资养家盼丈夫共同承担# 还要他干嘛,processed_comments_weibo_4000.csv,2012-08-28 15:59:20+08:00,
发过一遍了吧,0.6,harassment,虽然没有直接的侮辱性词语，但'发过一遍了吧'这句话在特定语境下可能带有嘲讽和贬低对方行为的意味，属于网络暴力中的侮辱和贬低。,0.9,False,发过一遍了吧,processed_comments_weibo_4000.csv,2025-03-26 16:40:00+08:00,
家是两人的共同责任,0.2,无,该评论仅表达了一种观点，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,家是两人的共同责任,processed_comments_weibo_4000.csv,2025-03-27 05:53:23+08:00,
#女子靠4000工资养家盼丈夫共同承担#这种男的可真享福，结婚前父母养，结婚后老婆养，以后老了子女养，养这种游手好闲好吃懒惰的男人干嘛，为什么不离婚啊 ​​​,0.8,harassment,评论使用'游手好闲好吃懒惰'等带有侮辱性和贬义的词语，并带有对男性的负面评价和不赞同，构成网络暴力。,0.9,False,#女子靠4000工资养家盼丈夫共同承担#这种男的可真享福，结婚前父母养，结婚后老婆养，以后老了子女养，养这种游手好闲好吃懒惰的男人干嘛，为什么不离婚啊[疑问][疑问][疑问] ​​​,processed_comments_weibo_4000.csv,2025-03-26 13:03:14+08:00,
回复@利来聚利去散及时止损:你叫我一声爹 你爹考虑考虑呢,0.8,harassment,使用'爹'一词进行辱骂和威胁，带有强烈的攻击性，属于网络暴力。,0.9,False,回复@利来聚利去散及时止损:你叫我一声爹 你爹考虑考虑呢,processed_comments_weibo_4000.csv,2025-03-26 13:03:45+08:00,
回复@美君有点肥_:你这么有钱 每天每月给他生活费 对你来说又不算啥 很难吗,0.8,harassment,该评论使用'肥'一词进行侮辱，并暗示对方的消费习惯不合理，构成网络暴力。,0.9,False,回复@美君有点肥_:你这么有钱 每天每月给他生活费 对你来说又不算啥 很难吗,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
回复@利来聚利去散及时止损:我看你更愿意养,0.7,harassment,评论使用'养'一词，带有贬义，带有侮辱性暗示，构成网络暴力。,0.9,False,回复@利来聚利去散及时止损:我看你更愿意养,processed_comments_weibo_4000.csv,2025-03-26 17:18:03+08:00,
回复@美君有点肥_:博主你去养,0.8,harassment,评论使用'肥'一词进行侮辱，带有攻击性和贬低意味，构成网络暴力。,0.9,False,回复@美君有点肥_:博主你去养,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
好恶心一男的,0.7,harassment,使用'恶心'一词进行侮辱性评价，带有攻击性。,0.9,False,好恶心一男的,processed_comments_weibo_4000.csv,2015-05-30 10:12:58+08:00,
拖累别人,0.7,harassment,使用'拖累'一词带有贬义，暗示他人负面影响，具有侮辱性和攻击性。,0.9,False,拖累别人[揣手],processed_comments_weibo_4000.csv,2025-03-26 13:29:55+08:00,
不理解,0.3,无,评论仅包含'不理解'，表达了不认同或不理解的观点，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,不理解,processed_comments_weibo_4000.csv,2025-03-26 13:04:35+08:00,
太恶心了,0.6,harassment,虽然没有直接威胁或歧视，但'太恶心了'是一种带有侮辱性和攻击性的表达，属于网络暴力的一种形式。,0.9,False,太恶心了,processed_comments_weibo_4000.csv,2018-12-20 12:54:46+08:00,
离了吧,0.3,harassment,虽然'离了吧'本身不直接包含攻击性词汇，但在特定语境下，可能表达不赞同、否定或轻蔑，从而构成一种间接的侮辱或贬低。,0.6,False,离了吧,processed_comments_weibo_4000.csv,2025-03-26 13:04:35+08:00,
挖野菜,0.2,无,评论内容仅为'挖野菜'，没有任何侮辱、威胁、歧视或煽动性言论。,0.95,False,挖野菜[哪吒嘟嘴],processed_comments_weibo_4000.csv,2018-12-20 12:54:46+08:00,
就是说，太恶心了,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'太恶心了'带有强烈的负面评价，可能被解读为一种轻微的侮辱或贬低，具有潜在的攻击性。,0.9,False,就是说，太恶心了,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
真受不了ex男,0.6,harassment,表达了对前任的不满和厌恶，带有负面情绪和潜在的指责，虽然没有直接威胁或侮辱，但表达方式可能构成网络暴力。,0.9,False,真受不了ex男[揣手],processed_comments_weibo_4000.csv,2025-03-26 13:03:27+08:00,
好恶心,0.6,harassment,使用'好恶心'表达负面评价，带有侮辱性，可能构成网络暴力。,0.9,False,好恶心[哼],processed_comments_weibo_4000.csv,2025-03-26 13:03:21+08:00,
这种男的留着干嘛,0.6,harassment,"评论使用带有贬义的语言 (""这种"") 针对个人外貌进行评价，属于侮辱性言论，可能造成精神伤害。",0.9,False,这种男的留着干嘛,processed_comments_weibo_4000.csv,2016-09-11 21:31:54+08:00,
完全不理解,0.3,无,评论仅表达不理解，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,完全不理解[哆啦A梦吃惊],processed_comments_weibo_4000.csv,2025-03-26 13:07:33+08:00,
赞同,0.2,无,评论仅包含'赞同'，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,赞同[哆啦A梦吃惊],processed_comments_weibo_4000.csv,2016-09-11 21:31:54+08:00,
不然为什么结婚女子叫“新娘”，新娘新娘，不就是找个新的娘嘛,0.6,harassment,"评论使用带有贬义色彩的语言 (""找个新的娘"")，带有轻微的侮辱性意味，可能被解读为针对女性的贬低。",0.9,False,不然为什么结婚女子叫“新娘”，新娘新娘，不就是找个新的娘嘛[doge],processed_comments_weibo_4000.csv,2019-07-18 07:31:14+08:00,
精辟,0.3,无,评论仅包含“精辟”一词，没有明显的侮辱、威胁、歧视或煽动性内容。,0.9,False,精辟[哆啦A梦吃惊],processed_comments_weibo_4000.csv,2025-03-26 13:06:09+08:00,
真相了,0.6,harassment,评论 '真相了' 带有挑衅性，暗示对方存在不实信息，可能构成网络暴力中的威胁和侮辱。,0.9,False,[允悲][允悲][允悲][允悲][允悲][允悲]真相了,processed_comments_weibo_4000.csv,2025-03-26 13:05:05+08:00,
找这种男的都不如养条狗 能看家还能提供情绪价值,0.8,harassment,该评论使用侮辱性语言，贬低特定人群（男性），并带有攻击性，构成网络暴力。,0.9,False,找这种男的都不如养条狗 能看家还能提供情绪价值,processed_comments_weibo_4000.csv,2025-03-26 13:04:55+08:00,
真不如,0.6,harassment,虽然只是简单的‘真不如’，但其隐含的贬低和否定意味可能构成网络暴力，带有侮辱性，具有潜在的威胁性。,0.9,False,真不如,processed_comments_weibo_4000.csv,2019-07-26 18:02:28+08:00,
太恶心人了,0.6,harassment,使用'恶心'一词带有侮辱性，虽然没有直接攻击特定个人，但表达了强烈的负面情绪和厌恶，属于网络暴力的一种形式。,0.9,False,太恶心人了,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
离了吧无语,0.6,harassment,虽然评论内容简短，但'无语'在特定语境下可能带有贬义和侮辱意味，暗示对某人或某事的不满，属于网络暴力中的侮辱性言论。,0.9,False,离了吧无语,processed_comments_weibo_4000.csv,2025-03-26 13:12:05+08:00,
我也,0.3,无,评论仅包含'我也'，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,我也[哪吒嘟嘴],processed_comments_weibo_4000.csv,2025-03-26 13:42:24+08:00,
这时候不喊大女主女性力量啦,0.6,煽动,评论使用‘大女主’一词，带有贬低女性的意味，并带有煽动性，可能引发对女性的负面评价和攻击。,0.9,False,这时候不喊大女主女性力量啦[挖鼻],processed_comments_weibo_4000.csv,2025-03-26 13:41:57+08:00,
怎么说到你的痛处了,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'说到你的痛处'带有贬低和嘲讽意味，属于侮辱性言论，具有潜在的骚扰性质。,0.9,False,怎么说到你的痛处了[疑问],processed_comments_weibo_4000.csv,2020-04-24 12:32:22+08:00,
回复@厉害了202405:没人给你4000块开始到处破防了嘛,0.8,harassment,评论使用'破防'一词，带有侮辱性和威胁性，暗示对对方进行恶意攻击和骚扰。,0.9,False,回复@厉害了202405:没人给你4000块开始到处破防了嘛,processed_comments_weibo_4000.csv,2021-06-10 01:25:50+08:00,
回复@美君有点肥_:大女主4千块都舍不得啊，努力费多大劲儿啊,0.8,harassment,该评论使用'大女主4千块都舍不得啊，努力费多大劲儿啊'这句话，带有明显的贬低和嘲讽意味，对他人身材和努力进行恶意攻击，属于侮辱性言论。,0.9,False,回复@美君有点肥_:大女主4千块都舍不得啊，努力费多大劲儿啊[笑cry],processed_comments_weibo_4000.csv,2025-03-26 13:27:47+08:00,
很多女的就是这样，还有这女的月薪4000养不了家,0.8,harassment,该评论对女性群体进行概括性贬低，并以月薪作为攻击手段，带有明显的侮辱和歧视意味，构成网络暴力。,0.9,False,很多女的就是这样，还有这女的月薪4000养不了家,processed_comments_weibo_4000.csv,2025-03-26 13:11:53+08:00,
这么懒，我等他老了我都怕他被护工扇漏屎,0.85,harassment,评论使用侮辱性语言（‘扇漏屎’），并带有威胁性暗示，构成网络暴力。,0.9,False,这么懒，我等他老了我都怕他被护工扇漏屎[老师好],processed_comments_weibo_4000.csv,2014-12-12 21:02:16+08:00,
太离谱了,0.3,无,评论仅表达了对某事物的惊讶或不满，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,太离谱了[哆啦A梦吃惊],processed_comments_weibo_4000.csv,2025-03-26 15:02:30+08:00,
女的不天天叫着回归事业吗？这家庭福男挺好的呀？孩子跟女姓，女的这么没本事赚钱，真下头，一个大女人家的，这女的好可怕，男的要小心,0.8,harassment,评论使用'没本事赚钱，真下头，这女的好可怕'等带有贬低和侮辱性语言，并暗示女性的价值低落，带有明显的贬低和攻击性，构成网络暴力。,0.9,False,女的不天天叫着回归事业吗？这家庭福男挺好的呀？孩子跟女姓，女的这么没本事赚钱，真下头，一个大女人家的，这女的好可怕，男的要小心,processed_comments_weibo_4000.csv,2025-03-26 14:33:18+08:00,
回复@用户1164804672:不是软饭女 但也不养软饭男 怎么哪个挖野菜的小仙女在养你 让你如此的破防了,0.8,harassment,评论使用贬义词'软饭女'、'挖野菜的小仙女'进行侮辱和贬低，带有攻击性，构成网络暴力。,0.9,False,回复@用户1164804672:不是软饭女 但也不养软饭男 怎么哪个挖野菜的小仙女在养你 让你如此的破防了[疑问],processed_comments_weibo_4000.csv,2014-12-12 21:02:16+08:00,
回复@美君有点肥_:原来小仙女是软饭女呀，你可真给山东丢脸,0.85,harassment,评论使用'软饭女'等侮辱性词汇，并带有贬损意味，带有明显的攻击性言论。,0.95,False,回复@美君有点肥_:原来小仙女是软饭女呀，你可真给山东丢脸,processed_comments_weibo_4000.csv,2025-03-26 17:05:40+08:00,
甘肃真是出人才，软饭男甜头让你尝到了你这么替他感到不值,0.8,harassment,评论使用'软饭男甜头'等词语，带有明显的贬义和侮辱性，带有攻击性言论。,0.9,False,甘肃真是出人才，软饭男甜头让你尝到了[疑问]你这么替他感到不值,processed_comments_weibo_4000.csv,2023-12-19 15:50:28+08:00,
既得利益者是不会想去沟通的，反思改变更不可能👎他们这种只会变本加厉，吃干抹净不要太难看，可是那又怎么呢？ 便宜反正占了，随便怎么说，什么男人自尊通通没有！ 软饭男的特质！,0.8,harassment,评论使用'软饭男'等贬义词，带有攻击性和侮辱性，带有明显的贬低和攻击性言论，构成网络暴力。,0.9,False,既得利益者是不会想去沟通的，反思改变更不可能👎他们这种只会变本加厉，吃干抹净不要太难看，[摊手]可是那又怎么呢？ 便宜反正占了，随便怎么说，什么男人自尊通通没有！ 软饭男的特质！,processed_comments_weibo_4000.csv,2025-03-26 15:56:00+08:00,
有多少男人被戳到痛处到处破防了,0.8,harassment,评论使用带有侮辱性和攻击性的语言，暗示对男性群体的贬低和威胁，具有煽动性。,0.9,False,有多少男人被戳到痛处到处破防了,processed_comments_weibo_4000.csv,2014-12-30 15:18:02+08:00,
不要给我谈什么这个男的在家庭中做家务的价值是125万，到男的了，你来给我谈125万了，大部分女方一边工作一边照顾家庭，怎么不谈125万，你要是给我125万真金白银，家庭其他共同开支不从这里面扣，十年天天在家照顾你都行,0.8,harassment,评论包含对对方的侮辱性言论（'到男的了'），并带有威胁性暗示（'你要是给我125万真金白银，家庭其他共同开支不从这里面扣'），表达了对对方的强烈不满和不尊重，属于网络暴力。,0.9,False,不要给我谈什么这个男的在家庭中做家务的价值是125万，到男的了，你来给我谈125万了，大部分女方一边工作一边照顾家庭，怎么不谈125万，你要是给我125万真金白银[允悲]，家庭其他共同开支不从这里面扣，十年天天在家照顾你都行[允悲],processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
想虼软饭，情绪价值提供好,0.8,harassment,评论使用'软饭'一词，带有贬义和侮辱性意味，暗示对方不值钱，属于网络暴力中的侮辱行为。,0.9,False,想虼软饭，情绪价值提供好,processed_comments_weibo_4000.csv,2025-03-26 15:56:00+08:00,
男方也不一定幸福，妻子赚的也不多，高消费不可能，基础物质保证，花一天算一天，也舒适不了多少他还不努力，真拙急,0.6,harassment,评论使用'拙急'等带有贬义和侮辱性的词语，带有攻击性，虽然没有直接威胁，但表达了对男方的负面评价和不耐烦，构成网络暴力。,0.9,False,男方也不一定幸福，妻子赚的也不多，高消费不可能，基础物质保证，花一天算一天，也舒适不了多少[允悲]他还不努力，真拙急,processed_comments_weibo_4000.csv,2014-12-30 15:18:02+08:00,
因为爱情,0.6,harassment,虽然评论内容简单，但‘因为爱情’可能被解读为对特定对象或行为的指责或侮辱，具有潜在的攻击性。缺乏具体内容，但其含义可能包含贬低或否定。,0.9,False,因为爱情,processed_comments_weibo_4000.csv,2019-10-26 11:42:49+08:00,
我爹爹就是这样,0.8,harassment,使用'爹爹'等带有贬义和侮辱性的语言，暗示对方的行为不当，具有攻击性。,0.9,False,我爹爹就是这样,processed_comments_weibo_4000.csv,2025-03-26 13:27:50+08:00,
两口子吵架，网友狂欢了,0.6,harassment,评论使用'狂欢'一词，暗示对他人不幸事件的幸灾乐祸，带有嘲讽和幸灾乐祸的意味，属于网络暴力的一种形式。,0.9,False,两口子吵架，网友狂欢了,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
赶紧离了,0.6,harassment,虽然没有直接威胁或歧视，但'赶紧离了'带有强烈的命令和排斥意味，属于侮辱性言论，可能构成网络暴力。,0.9,False,赶紧离了[允悲],processed_comments_weibo_4000.csv,2025-03-26 13:09:10+08:00,
哈哈哈新闻学魅力时刻，4000月薪养家,0.3,无,评论内容仅表达对新闻学专业魅力的赞赏，不包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,哈哈哈新闻学魅力时刻，4000月薪养家[爱你][爱你][爱你],processed_comments_weibo_4000.csv,2019-02-05 00:54:55+08:00,
每一处风景都是生命的驿站，用乐观的心看待万物，心则如山花般烂漫。 知足且坚定，温柔且上进。站在自己热爱的世界里，闪闪发亮。 要善良，要勇敢，要像星星一样努力发光！ ​,0.2,无,评论内容积极向上，鼓励乐观、善良和努力，不包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,每一处风景都是生命的驿站，用乐观的心看待万物，心则如山花般烂漫。 知足且坚定，温柔且上进。站在自己热爱的世界里，闪闪发亮。 要善良，要勇敢，要像星星一样努力发光！ ​,processed_comments_weibo_4000.csv,2025-03-26 13:53:30+08:00,
以善良为师，得到的是正义和正直的教诲，即使步履平凡，也不失不俗的境界。善良使人的心灵仁爱，使人的视野宽广。,0.1,无,评论内容表达了对善良的赞美，没有任何侮辱、威胁、歧视或煽动性言论。,0.95,False,以善良为师，得到的是正义和正直的教诲，即使步履平凡，也不失不俗的境界。善良使人的心灵仁爱，使人的视野宽广。,processed_comments_weibo_4000.csv,2025-03-26 13:53:24+08:00,
学会宽容，让你的生活没有烦恼；学会奉献，让你的生活充满阳光。 其实天很蓝，阴云总要散；其实海不宽，彼岸连此岸；其实梦很浅，万物皆自然；其实泪也甜，当你心如愿。,0.3,无,评论内容虽然使用了一些带有劝慰意味的语句，但没有直接的侮辱、威胁、歧视或煽动性内容。语句本身较为平和，不包含任何有害信息。,0.95,False,学会宽容，让你的生活没有烦恼；学会奉献，让你的生活充满阳光。 其实天很蓝，阴云总要散；其实海不宽，彼岸连此岸；其实梦很浅，万物皆自然；其实泪也甜，当你心如愿。,processed_comments_weibo_4000.csv,2025-03-26 13:53:18+08:00,
人均一天一公斤大米？？？,0.3,无,评论仅表达疑问，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,人均一天一公斤大米？？？,processed_comments_weibo_4000.csv,2025-03-26 18:44:12+08:00,
124万啊！那可是我多少年薪水,0.6,harassment,评论通过对比收入进行贬低，带有侮辱性意味，可能引起受害者的情绪压力。,0.9,False,[笑而不语]124万啊！那可是我多少年薪水,processed_comments_weibo_4000.csv,2025-03-26 14:25:31+08:00,
女方的问题是这样都不离婚,0.8,harassment,该评论将‘女方’归类为问题制造者，带有明显的指责和贬低意味，属于侮辱性言论，具有攻击性。,0.9,False,女方的问题是这样都不离婚,processed_comments_weibo_4000.csv,2025-03-26 13:23:44+08:00,
